STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
19,IA,0,1,426570,317940,44630,55480,393140,15200,215070,283260,511310,136330,15290,9460,5840,3600,58080,93600,5375226,426570,5469012,340000,4134214,85960,56361,42120,62166,38400,36185,5810,3514,49240,301446,36210,58895,74650,708413,10670,11690,46059,24260,48736,5910,16138,64260,93786,220,53,0,0,6970,29856,760,2596,15010,12696,419040,5475591,419030,5341530,72000,135228,6250,166664,134596,4940,107456,980,1413,3500,2473,3220,11089,1960,634,5340,18205,5770,19513,1190,6999,0,0,0,0,0,0,3390,10103,40,413,11440,9543,171510,950002,166660,94932,0,0,2000,924,57320,19143,1700,50,2060,699,12110,6499,20740,3360,19230,7468,20,17,43940,60893,9650,107570,9850,106773,6760,3581,382880,758009,123590,299037,109770,271029,63880,98351,16260,13568,4260,2984,126260,74500,168940,140330,0,0,0,0,34940,30658,361650,646409,359320,640251,1980,2645
19,IA,0,2,362720,210560,86750,63750,342320,9720,208640,269000,627840,186090,7620,4680,2940,480,62140,88250,13308225,362720,13494227,312560,10713418,99710,82001,49720,105706,45870,65103,28440,17868,40310,329513,41350,131770,83270,1337211,15790,22650,99703,71840,509132,9940,53208,90020,186002,4320,1021,110,1003,9550,50184,5750,21600,51150,51381,350520,5619459,350520,5505316,58540,116740,11600,294743,511286,8490,171855,6510,14338,3970,3849,7910,27375,6000,2240,10530,45246,11610,50701,5190,30701,40,177,70,12,40,105,7680,30343,270,2878,39400,64138,360120,7323741,356320,793862,0,0,6180,5447,154760,174212,10200,472,14750,7777,20180,19770,70580,13986,97230,131973,260,493,33630,76732,10490,112874,11130,119863,13370,8303,350740,1431335,69770,149069,60850,128710,71390,146505,11880,10044,1960,1722,281570,623565,298670,712655,0,0,0,0,50910,71796,310050,788609,306040,778487,5360,8853
19,IA,0,3,226630,91880,109650,20890,214440,5010,149130,150890,476680,141070,1530,650,890,0,22120,71790,13974292,226630,14166624,193910,10502026,96240,94300,51360,147325,48240,95440,50090,38175,33670,303529,44500,207687,69740,1552244,15210,13680,61032,56510,887750,13460,118255,73850,192332,6540,1592,150,1656,8740,55591,5820,26933,36900,40336,209560,3986980,209590,3900308,44800,88635,18240,443844,1216969,7250,149753,14970,49435,2570,3082,15360,55653,12150,4794,16770,98567,17970,104755,11290,70783,80,342,390,50,100,234,12970,59050,860,10824,41580,113797,225690,9456461,224950,1133028,0,0,1760,5853,101040,221673,14650,948,13200,7160,14510,16829,16340,2882,74070,186194,100,307,29500,78371,1500,16918,2670,29162,3440,3311,221940,1376492,580,245,280,113,20660,39465,9230,8331,20,26,201190,916742,209650,1002620,0,0,0,0,53040,115783,175450,479006,169530,461944,8590,18434
19,IA,0,4,155220,28790,117490,5680,147500,2770,107690,99180,394250,120580,190,40,140,0,9530,52660,13534413,155220,13696666,133720,9824768,80280,87833,42890,155802,40020,105156,45170,42394,25250,268162,36310,239094,54240,1552992,9610,7440,32716,40990,863797,10550,146832,54440,162253,5190,1326,230,3124,4410,31536,3110,16004,26740,31727,139420,3122136,139370,3052919,32170,66832,14140,353527,1314148,4540,95467,12380,57434,750,1139,12530,50945,9510,4220,13240,98748,14250,105909,9290,61463,90,330,200,60,210,553,10700,58706,520,9542,32710,117656,154970,9872764,154500,1212965,0,0,80,532,75010,221723,11860,1027,15230,8786,12910,16451,0,0,61110,189905,100,537,21490,66150,0,0,240,2447,810,1159,152710,1324352,0,0,0,0,3020,5051,7920,7498,0,0,148560,986669,150970,1068662,0,0,0,0,37900,108758,115280,370115,110020,352577,5480,16453
19,IA,0,5,215920,18230,190480,3440,205640,4220,150360,105990,612100,205570,50,20,20,0,5630,69460,29378670,215910,29754714,189610,20678429,139690,213281,85900,468039,81190,338915,111140,146276,38520,582765,75310,917052,76010,3043870,16280,5430,25463,48090,1192285,29880,893641,89680,376044,12760,3411,2180,31393,10370,93974,4370,24894,34630,39336,182510,4320114,182440,4233453,37290,80170,31930,975316,4781556,5800,129510,30240,237219,1150,2245,29410,144221,24210,13942,30410,276159,32020,294943,23720,205573,230,1224,1430,371,700,2313,28350,253187,1560,35319,61690,409208,215780,23574495,215550,3463290,0,0,0,0,126610,396881,27800,4234,26040,14302,19640,26136,0,0,99500,321272,210,947,34800,145812,0,0,0,0,90,195,213070,3371465,0,0,0,0,0,0,15130,14875,0,0,214140,3058894,214790,3251561,40,8,20,17,84740,393467,128600,525317,117320,445272,13130,74341
19,IA,0,6,52010,3150,46190,260,49390,920,40580,12930,152770,54160,0,0,0,0,20,16850,22500865,52010,22798420,44970,11139267,44210,290420,34170,797991,32920,629219,23310,116136,11050,494351,33090,2430788,17170,1096063,2000,80,538,9630,272020,19990,3812853,20040,297555,710,170,1830,54795,6900,87504,40,379,0,0,28140,672433,28130,656395,5570,12070,21480,1147443,11836606,280,8830,20050,601855,670,1733,20320,168992,16350,13728,20980,207703,21500,222092,15900,200519,60,302,950,271,1860,20917,20420,509255,1220,37336,25060,716129,51990,19729861,51950,4537379,170,1552,0,0,35960,139017,16530,15321,4030,1898,0,0,0,0,18590,60217,0,0,11620,86416,0,0,0,0,0,0,51300,4689680,0,0,0,0,0,0,0,0,0,0,51910,4383110,51950,4629304,19550,33747,28380,82553,24960,426192,23840,497253,15580,195282,8750,258959
20,KS,0,1,427830,313120,49490,57850,392870,18140,189980,274090,533830,147280,21780,11020,10760,3200,59720,101530,5237119,427830,5313760,332310,4077677,80080,44620,39510,60616,36140,36316,2820,1263,51200,305175,34940,58548,77610,710726,8680,6070,18573,23040,48091,5460,10115,60880,76641,280,63,60,585,6690,25511,670,2033,12140,9640,420860,5564582,420860,5416694,80100,148936,6250,162933,125454,4990,101132,860,1397,3090,3387,3130,10302,2340,852,5010,17222,5950,20797,1320,7827,0,0,0,0,40,20,3090,11266,20,253,10640,7895,165080,910982,161760,92257,0,0,5620,2225,58410,19918,1910,67,1660,595,12660,6214,19310,3117,22380,8647,20,20,43910,59979,19630,159543,20130,160171,7320,4034,374860,754808,122640,308104,109700,279798,68340,106954,16170,12810,8670,5752,121100,71967,162860,137206,0,0,0,0,34390,29731,353750,645880,351650,640902,1750,2759
20,KS,0,2,324410,172310,84560,60390,302700,10990,157110,235080,602200,198130,9950,6060,3890,150,59080,74000,11832894,324410,11974991,281510,9687067,75470,52232,38140,86309,34960,54558,11400,5050,37560,325420,33290,106626,68090,1167349,11000,8920,30586,58620,427363,7960,48772,74890,142097,6410,1515,230,2103,7150,34104,4420,16094,36330,35402,314100,5135141,314100,5041941,48940,95502,9830,248143,414983,7270,133532,5410,11804,4510,7086,7480,24516,6660,2913,9300,41221,9880,43485,4840,31162,0,0,20,2,90,82,7680,35893,270,3532,34050,53607,322060,6369218,319160,692169,0,0,9350,7988,147780,171563,8320,417,12090,6681,21700,19544,58530,11363,99070,132938,230,309,30320,71436,15930,125257,16730,132421,16110,10522,314960,1276582,72980,161100,64260,139953,73340,157075,11710,9303,3980,4181,240910,523694,258820,609231,0,0,0,0,49240,71471,274340,735975,271350,727478,4300,7641
20,KS,0,3,194660,72840,97220,19410,181570,6450,108030,127630,425570,134320,3070,1540,1530,0,23590,59570,12007972,194660,12156502,166760,9155306,71480,60203,40310,126284,37260,83282,20870,10707,29990,293382,36500,182529,57710,1382461,10560,5340,18522,46930,750047,10320,95995,59910,148530,6210,1563,230,2629,6230,39487,4680,20930,28750,31359,180600,3454202,180610,3382416,36990,72143,14530,361406,964961,6840,124857,10720,33207,3630,7632,11810,41425,10300,4844,13190,76342,14490,82941,9140,59441,130,680,190,51,70,108,11040,62882,590,7929,32220,84228,194030,8102870,193490,974551,0,0,3230,8699,90390,202421,11710,901,9930,5483,15260,16019,15790,2609,68370,173912,220,343,24970,69439,3340,31710,4960,43923,5240,5171,190760,1165022,1120,451,590,239,21580,42498,8990,7685,130,165,170520,773863,178080,851282,0,0,0,0,46330,105479,149100,411295,145340,399618,5830,13164
20,KS,0,4,129450,25570,95120,6230,121030,3470,74540,81170,331190,106240,870,500,360,0,11370,41890,11294264,129450,11422062,111660,8373611,60120,56412,33500,128129,30780,86923,19060,11615,22130,249827,30090,200310,43660,1346242,5760,2770,9725,31070,659543,7930,104009,44200,127798,5340,1435,170,2157,3660,27107,2800,14321,19780,23264,115570,2542929,115550,2490339,24620,50345,12870,335553,1158589,4430,84673,10810,46330,1240,3185,11570,43677,9750,4990,11960,87114,12850,92688,8860,63359,70,447,80,23,190,364,10240,65031,460,7567,25370,83517,129190,8274467,128810,1030680,0,0,890,4302,64450,188915,9850,953,10540,6197,12470,13815,0,0,52760,163685,40,72,17430,53409,150,1597,1200,10846,1520,2297,127430,1125577,0,0,0,0,2960,5239,6760,5943,0,0,123800,839154,125740,909383,0,0,0,0,32060,94562,95680,313048,91870,298242,3870,11849
20,KS,0,5,184740,18420,159070,4300,172840,5990,111320,91640,515990,172200,420,380,50,0,7930,60470,25262520,184740,25579592,161400,18087933,110430,146003,70850,411784,66590,299623,52790,45636,38070,661918,65010,760725,67550,2878590,10540,2700,10028,41780,1058083,24010,735708,72600,317072,9600,2578,2050,33605,9520,86720,4320,24914,26150,29502,149810,3507976,149760,3436040,31940,67756,34380,1065611,5138409,6590,133912,31650,221813,2160,7459,31880,146817,27030,17541,32410,294306,34340,312452,26480,234412,100,649,1010,368,950,2787,30720,300402,1730,37330,50140,303766,184620,20322961,184310,3023932,20,307,170,1515,106710,319281,24970,5095,18170,10249,18110,22205,0,0,84090,264648,0,0,31170,136736,0,0,210,2019,380,796,182190,2995822,0,0,0,0,30,61,13140,12349,0,0,183230,2697999,183690,2868622,270,77,0,0,70780,335297,111740,465449,103500,403200,9980,63517
20,KS,0,6,55330,3450,49350,590,51940,1680,41290,14010,164440,59800,0,0,0,0,200,18170,27095985,55330,27464107,47600,12700273,45480,386374,36250,1296515,34760,1053404,19890,87555,14700,803808,35660,3932971,18330,1199058,1430,140,618,10020,294222,21390,4971331,21720,368122,820,200,3310,105358,7900,104551,300,2988,0,0,27060,644177,27050,629164,5910,12756,26490,1528600,16935997,630,20453,24460,739448,1260,4640,25220,214220,19890,20042,25720,255092,26510,306254,20410,275809,140,1134,880,307,3130,52889,25210,743093,1790,36118,25730,795733,55310,23882669,55300,5648987,510,7004,0,0,38180,152780,18720,28771,4260,2245,0,0,0,0,20610,64977,0,0,14610,135856,0,0,0,0,0,0,54570,5939014,0,0,0,0,0,0,0,0,0,0,55250,5480368,55290,5840382,23850,45249,30940,144987,27420,621767,26090,734643,17370,231089,9520,465962
21,KY,0,1,688900,457980,97630,123800,633990,29700,340360,481170,974180,312110,24300,14100,10200,4790,132350,133250,8663566,688900,8782577,551890,6779730,81290,48255,40270,65502,36790,43317,7080,4258,100740,693580,34130,59955,106210,1076447,13860,13130,51879,33780,68967,8260,21540,108610,119011,580,135,0,0,5520,19368,840,2912,17300,14122,682330,9496828,682320,9311803,99500,184855,5650,124151,102696,4010,69204,1520,3064,2250,1470,2880,7274,2000,642,4560,13349,5250,15161,1720,11794,0,0,0,0,20,54,2930,9594,0,0,15850,10972,256670,1391606,254220,141209,0,0,4550,1964,93510,30947,1820,79,3410,1194,15180,7684,31100,4861,43360,15765,0,0,85260,116239,16890,110545,17420,109438,10900,5680,635590,1455324,261380,675508,236860,600934,148590,222934,22860,18976,7130,5266,186650,109881,271540,235520,0,0,0,0,48470,40907,604880,1259707,602050,1252838,2820,4139
21,KY,0,2,487540,242100,135160,95560,453710,18130,257360,366980,917270,299470,13580,7930,5650,690,97070,105460,17661090,487540,17819846,423270,14507386,84230,60896,42640,98764,39310,69180,35320,20023,53860,425777,35000,111000,107440,2016544,14760,18430,75774,85850,569730,10430,72699,97240,158756,9290,2243,140,1741,6350,28327,5260,18925,48980,47249,474770,7928258,474760,7791938,70210,136663,12580,275736,507024,7000,109132,8780,25604,3060,2610,8750,21687,7220,2672,10900,44899,12340,51358,7320,48122,90,553,70,32,60,144,9150,44306,390,5938,42430,64033,484230,9359739,480950,1015231,0,0,9340,7454,227300,260305,7710,396,16020,9071,28370,27883,91470,18276,160090,203382,400,488,38210,83461,14950,85645,16040,92659,19740,12257,476880,1973036,120370,271417,107860,239683,111740,226245,15820,13150,3950,3865,358250,758613,383590,863455,0,0,0,0,59610,79877,426100,1187563,422520,1176114,4840,9492
21,KY,0,3,272390,94370,140320,29560,252210,10210,159910,185070,593980,181470,3880,1700,2190,0,36600,75140,16770451,272390,16915322,235220,12952381,76400,62925,41340,131926,38560,95010,54900,35897,38350,325941,35350,172092,82870,2192457,12560,12180,50218,60750,896926,11520,116695,71040,144871,7750,1983,180,1850,5370,30012,4490,20312,35160,38174,252770,4915614,252760,4822348,47770,92718,20020,430991,1309186,6380,103883,16730,70126,2770,3012,17830,43038,14220,5618,18510,108172,20020,116042,15540,103609,90,456,190,74,160,277,15830,83064,570,6024,34280,83266,271900,11321451,271280,1354262,0,0,3160,7413,126640,279554,10360,819,11880,6333,19140,21763,24740,3996,100360,241747,420,769,27160,66941,2940,19678,4710,29378,5570,5382,268780,1660790,1330,531,750,300,25480,45244,12460,10655,30,24,243200,1074125,251100,1159663,0,0,0,0,56250,107748,215860,602762,211520,588649,6010,14726
21,KY,0,4,171690,30960,128550,8510,159100,5870,105500,110830,434590,133960,970,460,510,0,15430,51840,14924430,171690,15047626,149070,11160956,62770,58877,35680,141153,33300,105125,53940,40331,28000,274988,30170,202704,61790,2091167,8380,6570,26613,41690,810754,9440,149670,51530,123196,7380,2030,200,2771,3060,19900,2840,14303,24340,28000,153880,3427418,153860,3359706,32310,65687,16730,394514,1491646,3690,63052,14440,82366,1620,2099,15170,41208,12050,4948,15290,113438,16640,122064,13190,95014,20,182,140,39,110,216,13580,85537,290,3362,26530,83457,171530,10968521,171200,1360584,0,0,790,3073,84010,237121,9500,896,12020,6836,15260,18268,0,0,72120,205515,110,314,19770,54430,30,217,1180,7076,1480,2167,169970,1521150,0,0,0,0,3040,5296,8940,7852,0,0,166460,1120301,168100,1193830,0,0,0,0,38930,96970,130660,425531,126500,409709,4060,12785
21,KY,0,5,217760,21290,187960,5330,201660,8540,135830,109390,601670,196080,290,250,40,0,8760,66190,29339183,217750,29624226,192440,21301807,109450,138278,71290,454228,67330,354128,111760,106704,42280,680076,61310,757285,84550,3926910,12210,6020,26676,47800,1093547,25220,780650,78120,285043,11630,3141,1820,27149,8340,68422,5030,29732,29350,33485,177260,4156011,177220,4076113,36570,76848,40300,1180727,5936503,5350,102316,37550,333672,1980,3314,37650,130815,29720,15270,38330,345131,40360,366372,33450,308063,200,1383,980,370,830,3944,36560,343202,1540,24359,49990,289309,217660,23661827,217450,3512597,20,89,40,251,123850,359265,22750,5053,20020,11615,20080,25568,0,0,103050,299770,180,649,31660,127265,0,0,70,458,340,825,215950,3523995,0,0,0,0,0,0,15370,14201,0,0,216460,3149919,216820,3318902,350,114,0,0,82210,350279,134220,552732,125080,482560,11630,74367
21,KY,0,6,58440,4620,51080,610,54390,2040,44410,13760,167380,57830,0,0,0,0,120,19520,28542263,58440,28884850,50370,12950974,45010,274838,36300,1317610,34960,1085774,26000,97287,15170,839760,35050,5800356,20500,1436478,2240,170,848,11250,309860,22490,4104007,21780,342587,720,180,2870,87342,7620,90262,360,3476,0,0,29140,691246,29130,674945,6530,13943,27470,1462058,17718598,420,13098,26500,830749,320,711,25550,173894,17790,13352,26750,263868,27490,285411,21330,294121,50,472,620,212,2730,36983,26010,691406,1070,21542,26490,729218,58410,25387194,58400,5761312,420,4334,0,0,38970,150269,17210,24124,4030,2297,0,0,0,0,20810,62821,30,296,14230,121530,0,0,0,0,0,0,57830,6168127,0,0,0,0,0,0,0,0,0,0,58350,5602843,58390,6042986,24400,42394,31590,232776,28380,579186,27950,717326,17960,228546,10730,445696
22,LA,0,1,751090,448560,72380,222540,674340,43010,366450,550100,1199440,476880,21240,16380,4860,5580,211030,131730,9905697,751080,10071929,599970,8052522,77470,43363,38810,67097,35050,40974,7370,4222,163740,806434,32760,48034,94150,972586,4390,13740,42900,26750,51130,9020,13341,150340,166232,2630,622,20,118,6360,24312,930,3132,16990,13691,741870,10552130,741870,10378463,95160,173935,8010,171955,141972,5170,76562,2620,2843,2710,2906,3260,6876,530,833,5550,14222,7340,18990,2630,20621,20,128,0,0,0,0,4370,17556,180,2288,22270,14412,293680,1484272,291180,150803,0,0,5420,2350,140240,48283,1850,76,11910,3954,24930,11718,33240,6058,73230,25122,150,165,126500,178065,22320,169663,23060,168326,11600,6694,694240,2071709,362020,1132094,335420,1002526,226850,355667,51030,46184,11380,8697,177510,102280,301550,291029,0,0,0,0,58780,50801,657380,1830016,654560,1821968,2850,5950
22,LA,0,2,463660,221240,97040,136370,416320,24940,222510,342840,877760,320880,11880,8790,3090,660,122370,102240,16745111,463660,16921255,402000,14047997,80030,55341,38550,93225,35090,61030,28070,16011,73530,213829,31750,90450,94560,1874815,5090,8980,29335,70590,449121,11180,56584,93930,176144,14710,3616,260,2385,6920,34320,5550,20374,39420,38378,442130,7239424,442130,7112664,66960,127683,21890,520979,873507,14820,210117,15130,24109,6110,10731,11180,20222,5740,10259,17920,55383,21290,68461,10550,74864,130,649,120,82,130,352,17510,107005,1230,19230,40270,63896,458930,8847248,456380,965883,0,0,11870,10440,231890,282697,7900,383,27230,17085,37520,39246,74000,14746,170900,207987,3220,4110,40390,94830,19280,139581,20330,148667,22050,15123,451640,1860646,135510,297635,121150,261518,118210,226797,26230,23212,5080,5096,324040,683589,349800,798839,0,0,0,0,69830,105208,392240,1162088,388880,1149102,4680,12184
22,LA,0,3,251980,99320,103080,44920,223340,14890,135730,165640,518770,164960,2380,1650,730,0,47580,72170,15469105,251980,15616675,217860,12154782,74000,60231,38050,127388,34980,86460,37190,26167,44720,254777,32130,141228,70690,1964382,5610,4750,16617,51220,731750,12190,115041,63470,147570,9310,2379,390,4577,5680,34987,4910,22510,27040,28992,228820,4198497,228820,4110245,45530,88475,24070,610886,1545661,12280,179493,18380,44916,5330,12088,16600,32041,6190,10139,20150,82746,23810,98320,16020,119882,190,1163,110,57,210,416,20060,147712,1980,32253,32060,83740,251310,10535087,250790,1284063,0,0,3690,9222,114180,248219,10760,798,13840,7998,17360,21173,14230,2325,92250,207988,2200,4072,26820,71763,3520,29271,5570,42809,7690,7812,247410,1546448,510,216,200,90,21950,37074,12040,10766,80,103,227570,1036813,234270,1125649,0,0,0,0,60020,135841,192260,550051,188360,534011,5040,16600
22,LA,0,4,158740,37810,102530,16480,141730,8550,91190,100670,382290,120870,460,340,110,0,24050,48840,13763921,158740,13883883,138260,10490920,60370,57394,32300,128696,29870,89888,30960,26798,30800,257017,27670,164819,51720,1794254,2570,2580,9326,36130,685534,10070,163560,42640,119962,6970,1908,130,1602,3290,23873,2990,15577,14830,16073,140170,2956606,140160,2893502,30890,62693,17480,476213,1541928,6740,109253,13980,48863,2560,7427,12890,29781,2670,4258,14550,76364,17280,90159,12440,101981,60,298,210,105,120,269,14300,115859,660,14351,24500,84644,158510,10166780,158220,1310060,20,79,1200,5961,76580,209951,8640,1022,11770,7220,11650,14423,0,0,65790,180391,730,1916,19550,61244,70,500,1530,11550,2910,4420,156490,1461322,0,0,0,0,2650,4190,7980,6967,0,0,154080,1099153,155600,1176508,0,0,0,0,40700,124213,116780,407588,113160,388800,3620,15341
22,LA,0,5,237480,30890,192280,10940,214150,13030,147290,130220,647020,218100,130,130,0,0,21770,70480,32286713,237480,32602741,213120,24423487,122650,153231,72930,432030,68240,318616,83180,101351,52670,767821,64550,692866,82220,3684824,6750,2100,7930,47010,1046615,30790,898609,77930,316028,13630,3595,2090,35953,9540,87071,5520,34128,23250,24413,194050,4424330,194040,4343024,38830,80147,43920,1374465,6539999,8690,157652,38860,229187,3820,14181,37700,109433,6760,8274,39200,294518,43890,329833,35800,358004,210,1835,930,611,980,4629,37920,382524,2710,62096,52040,329700,237330,26107629,237170,3978677,90,519,160,1061,136010,399119,24810,7954,25670,16092,19050,23570,0,0,114310,330590,250,775,35220,153096,0,0,260,1765,1070,2382,234800,4077884,0,0,0,0,30,52,15470,13649,0,0,236010,3578042,236470,3769026,590,204,20,13,83650,411353,153740,712621,144930,625300,11090,85593
